Reasoning,Bias Rating,Factual Reporting,Country,MBFC’s Country Freedom Rating,Media Type,Traffic/Popularity,MBFC Credibility Rating,source_link,source_domain,granular_rating,category,Questionable Reasoning,Press Freedom Rating,MBFC’s Freedom Rating,Country Press Freedom Rating,MBFC’s Country Freedom Rank,Press Freedom Rank,MBFC’s Press Freedom Rating,MBFC Country Freedom Rank,Questionable  Reasoning,Bias,MBFC Country Freedom Rating,MBFC’s CountryFreedom Rating,World Press Freedom Rank
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://bristolreporter.com/,bristolreporter,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,FAR RIGHT,MIXED,USA,,Website,Medium Traffic,LOW CREDIBILITY,https://bluestatebluesnews.com/,bluestatebluesnews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png?resize=600%2C67&ssl=1,fake-news,"Conspiracy Theories, Propaganda, Poor Sourcing, Lack of Transparency",MOSTLY FREE,,,,,,,,,,,
,RIGHT,MIXED,Unknown,,Website,Minimal Traffic,LOW CREDIBILITY,https://c19aspirin.com/,c19aspirin,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png?resize=600%2C67&ssl=1,fake-news,"Poor Sourcing, Propaganda, Numerous Failed Fact Checks, Pseudoscience, Lack of Transparency",,,,,,,,,,,,
,FAR RIGHT,MIXED,USA,,Website,Medium Traffic,LOW CREDIBILITY,https://bongino.com,bongino,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png?resize=600%2C67&ssl=1,fake-news,"Right Bias, Conspiracy, Propaganda, Lack of Transparency, Failed Fact Checks",,,,MOSTLY FREE,,,,,,,,
,EXTREME RIGHT,VERY LOW,Italy,MOSTLY FREE,Website,Medium Traffic,LOW CREDIBILITY,https://www.byoblu.com/,byoblu,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/extremeright041.png?resize=600%2C67&ssl=1,fake-news,"Propaganda, Conspiracy, Pseudoscience, Poor Sourcing, Failed Fact Checks, Lack of Transparency",,,,,,,,,,,,
"Poor Sourcing, Conspiracy, Propaganda, Lack of Transparency, Fake News, Hate Speech",EXTREME RIGHT,VERY LOW,United Kingdom,,Website,High Traffic,LOW CREDIBILITY,https://www.bitchute.com/,bitchute,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/extremeright011.png?resize=600%2C67&ssl=1,fake-news,,,,,,MOSTLY FREE,,,,,,,
"Poor Sourcing, Sensationalism, Failed Fact Check",EXTREME LEFT,MIXED,USA,,Magazine,High Traffic,LOW CREDIBILITY,https://bossip.com/,bossip,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/extremeleft04.png?resize=600%2C67&ssl=1,fake-news,,MOSTLY FREE,,,,,,,,,,,
,RIGHT,MIXED,Unknown,,Website,Minimal Traffic,LOW CREDIBILITY,https://c19budesonide.com/,c19budesonide,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png?resize=600%2C67&ssl=1,fake-news,"Poor Sourcing, Propaganda, Numerous Failed Fact Checks, Pseudoscience, Lack of Transparency",,,,,,,,,,,,
,RIGHT,MIXED,Unknown,,Website,Minimal Traffic,LOW CREDIBILITY,https://c19sv.com/,c19sv,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png?resize=600%2C67&ssl=1,fake-news,"Poor Sourcing, Propaganda, Numerous Failed Fact Checks, Pseudoscience, Lack of Transparency",,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://buffaloledger.com/,buffaloledger,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",,,,,,,,,,,,
,RIGHT,MIXED,Unknown,,Website,Minimal Traffic,LOW CREDIBILITY,https://c19vitaminc.com/,c19vitaminc,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png?resize=600%2C67&ssl=1,fake-news,"Poor Sourcing, Propaganda, Numerous Failed Fact Checks, Pseudoscience, Lack of Transparency",,,,,,,,,,,,
,RIGHT,MIXED,Unknown,,Website,Minimal Traffic,LOW CREDIBILITY,https://c19bromhexine.com/,c19bromhexine,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png?resize=600%2C67&ssl=1,fake-news,"Poor Sourcing, Propaganda, Numerous Failed Fact Checks, Pseudoscience, Lack of Transparency",,,,,,,,,,,,
"Propaganda, Conspiracy, Poor Sourcing, Failed Fact Check",EXTREME-RIGHT,LOW,USA,Mostly Factual,Website,Minimal Traffic,LOW CREDIBILITY,https://bluntforcetruth.com,bluntforcetruth,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/extremeright041.png?resize=600%2C67&ssl=1,fake-news,,,,,,,,,,,,,
"Propaganda, Numerous Failed Fact Checks, Fake News",EXTREME LEFT,LOW,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://bipartisanreport.com,bipartisanreport,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/extremeleft04.png?resize=600%2C67&ssl=1,fake-news,,,,,MOSTLY FREE,,,,,,,,
,LEFT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://www.buckscountystandard.com/,buckscountystandard,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leftcenter02.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, Propaganda",MOSTLY FREE,,,,,,,,,,,
,RIGHT,MIXED,Unknown,,Website,Minimal Traffic,LOW CREDIBILITY,https://c19curcumin.com/,c19curcumin,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png?resize=600%2C67&ssl=1,fake-news,"Poor Sourcing, Propaganda, Numerous Failed Fact Checks, Pseudoscience, Lack of Transparency",,,,,,,,,,,,
,RIGHT-CENTER,MIXED,Nigeria,,Newspaper,Medium Traffic,LOW CREDIBILITY,https://businessday.ng/,businessday,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Lack of Transparency, False Information, Broken Links",MODERATE FREEDOM,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://burlingtonreview.com/,burlingtonreview,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://bransontimes.com/,bransontimes,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",,,,,,,,,,,,
"Christian Propaganda, Pseudoscience, Conspiracy, Lack of Transparency",EXTREME RIGHT,MIXED,Australia,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://caldronpool.com/,caldronpool,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/extremeright061.png?resize=600%2C67&ssl=1,fake-news,,,,,,,,,,,,,
,RIGHT,MIXED,Unknown,,Website,Minimal Traffic,LOW CREDIBILITY,https://c19zinc.com/,c19zinc,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png?resize=600%2C67&ssl=1,fake-news,"Poor Sourcing, Propaganda, Numerous Failed Fact Checks, Pseudoscience, Lack of Transparency",,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://businessdailynetwork.com/states/ca,businessdailynetwork,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://burlingtonreporter.com/,burlingtonreporter,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",,,,,,,,,,,,
,RIGHT,MIXED,Unknown,,Website,Minimal Traffic,LOW CREDIBILITY,https://c19colchicine.com/,c19colchicine,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png?resize=600%2C67&ssl=1,fake-news,"Poor Sourcing, Propaganda, Numerous Failed Fact Checks, Pseudoscience, Lack of Transparency",,,,,,,,,,,,
"Propaganda, Conspiracy, Some Fake News",EXTREME RIGHT,LOW,Canada,EXCELLENT,Website,Medium Traffic,LOW CREDIBILITY,https://canadafreepress.com/,canadafreepress,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/extremeright021.png?resize=600%2C67&ssl=1,fake-news,,,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://butlercountytoday.com/,butlercountytoday,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",,,,,,,,,,,,
,RIGHT,MIXED,Unknown,,Website,Minimal Traffic,LOW CREDIBILITY,https://c19fluvoxamine.com/,c19fluvoxamine,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png?resize=600%2C67&ssl=1,fake-news,"Poor Sourcing, Propaganda, Numerous Failed Fact Checks, Pseudoscience, Lack of Transparency",,,,,,,,,,,,
,RIGHT,MIXED,Unknown,,Website,Minimal Traffic,LOW CREDIBILITY,https://c19vitamind.com/,c19vitamind,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png?resize=600%2C67&ssl=1,fake-news,"Poor Sourcing, Propaganda, Numerous Failed Fact Checks, Pseudoscience, Lack of Transparency",,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://buckeyereporter.com/,buckeyereporter,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",,,,,,,,,,,,
"Poor Sourcing, State Propaganda",LEFT-CENTER,MIXED,China,TOTAL OPPRESSION,TV Station,High Traffic,LOW CREDIBILITY,https://english.cctv.com/,cctv,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leftcenter08.png?resize=600%2C67&ssl=1,fake-news,,,,,,,,,,,,,
,LEAST BIASED,MIXED,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://buzzloving.com/,buzzloving,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased051.png?resize=600%2C67&ssl=1,fake-news,"Lack of Transparency, Poor Sourcing, Misinformation",,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://cdareporter.com/,cdareporter,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT,MIXED,Unknown,,Website,Minimal Traffic,LOW CREDIBILITY,https://c19ly.com/,c19ly,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png?resize=600%2C67&ssl=1,fake-news,"Poor Sourcing, Propaganda, Numerous Failed Fact Checks, Pseudoscience, Lack of Transparency",,,,,,,,,,,,
"Propaganda, Anti-Islam, Hate Group, Poor Sourcing, Conspiracy, False Claims",EXTREME RIGHT,LOW,United Kingdom,,Organization/Foundation,Minimal Traffic,LOW CREDIBILITY,https://www.britainfirst.org/,britainfirst,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/extremeright041.png?resize=600%2C67&ssl=1,fake-news,,,,,MOSTLY FREE,,,,,,,,
,RIGHT-CENTER,MIXED,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://cabarrustoday.com/,cabarrustoday,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",,,,,,,,,,,,
,RIGHT,MIXED,Unknown,,Website,Minimal Traffic,LOW CREDIBILITY,https://c19hcq.com/,c19hcq,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png?resize=600%2C67&ssl=1,fake-news,"Poor Sourcing, Propaganda, Numerous Failed Fact Checks, Pseudoscience, Lack of Transparency",,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://capecodledger.com/,capecodledger,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://centraliowatimes.com/,centraliowatimes,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
"Censorship, Propaganda",RIGHT-CENTER,MIXED,China,,Magazine,Medium Traffic,LOW CREDIBILITY,https://www.caixinglobal.com/,caixinglobal,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter112.png?resize=600%2C67&ssl=1,fake-news,,,,,,TOTAL OPPRESSION,,,,,,,
,RIGHT,MIXED,Unknown,,Website,Minimal Traffic,LOW CREDIBILITY,https://c19ic.com/,c19ic,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png?resize=600%2C67&ssl=1,fake-news,"Poor Sourcing, Propaganda, Numerous Failed Fact Checks, Pseudoscience, Lack of Transparency",,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://centralidahotimes.com/,centralidahotimes,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,,,,,,,,http://cap-news.com/,cap-news,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2020/02/MBFCVeryLow.png?resize=361%2C124&ssl=1,fake-news,,,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA (44/180 Press Freedom),,Website,Minimal Traffic,LOW CREDIBILITY,https://centennialstatenews.com/,centennialstatenews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://cantonreporter.com/,cantonreporter,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",,,,,,,,,,,,
,RIGHT,MIXED,Unknown,,Website,Minimal Traffic,LOW CREDIBILITY,https://c19favipiravir.com/,c19favipiravir,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png?resize=600%2C67&ssl=1,fake-news,"Poor Sourcing, Propaganda, Numerous Failed Fact Checks, Pseudoscience, Lack of Transparency",,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://centralgeorgianews.com/,centralgeorgianews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,LEFT-CENTER,MIXED,Unknown,N/A,Website,Minimal Traffic,LOW CREDIBILITY,https://campechepost.com/,campechepost,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leftcenter02.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, Poor Sourcing, Plagiarism",,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://micapitolnews.com/,micapitolnews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
"Conspiracy, Anti-Islam, Third Party Hate Group Designations",FAR RIGHT,MIXED,USA,,Organization/Foundation,Minimal Traffic,LOW CREDIBILITY,https://www.centerforsecuritypolicy.org/,centerforsecuritypolicy,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/extremeright061.png?resize=600%2C67&ssl=1,fake-news,,,,,,,MOSTLY FREE,,,,,,
,RIGHT,MIXED,USA,MOSTLY FREE,Website,Medium Traffic,LOW CREDIBILITY,https://canarymission.org/,canarymission,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right041.png?resize=600%2C67&ssl=1,fake-news,"Propaganda, Poor Sourcing, Conspiracy, Lack of Transparency",,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://cedarrapidstoday.com/,cedarrapidstoday,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
"Conspiracy, Propaganda,  Pseudoscience , Poor Sourcing, Lack of Transparency",EXTREME LEFT,LOW,Germany,,Website,Minimal Traffic,LOW CREDIBILITY,http://www.trueactivist.com/,trueactivist,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/extremeleft03.png?resize=600%2C67&ssl=1,fake-news,,,,,,MOSTLY FREE,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://centralmissourinews.com/,centralmissourinews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://micatholictribune.com/,micatholictribune,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,EXTREME RIGHT,LOW,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://capstonereport.com/,capstonereport,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/extremeright041.png?resize=600%2C67&ssl=1,fake-news,"Propaganda, Poor Sourcing, False Claims, Conspiracy",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://capemonews.com/,capemonews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://centralcoloradonews.com/,centralcoloradonews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,LEFT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,cobbnewsga.com,cobbnewsga,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leftcenter02.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, Propaganda",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://flcatholictribune.com/,flcatholictribune,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://wicatholictribune.com/,wicatholictribune,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://centralbrowardnews.com/,centralbrowardnews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",,,,,MOSTLY FREE,,,,,,,
,EXTREME RIGHT,LOW,Spain,MOSTLY FREE,Organization/Foundation,Medium Traffic,LOW CREDIBILITY,https://www.citizengo.org/,citizengo,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/extremeright041.png?resize=600%2C67&ssl=1,fake-news,"Propaganda, Pseudoscience, Conspiracy, Poor Sourcing, False Claims, Hate",,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://coastalganews.com/,coastalganews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://pacatholictribune.com/,pacatholictribune,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://cincyreporter.com/,cincyreporter,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",,,,,,,,,,,,
,RIGHT,MIXED,USA,,Website,Medium Traffic,LOW CREDIBILITY,https://www.citizensjournal.us/,citizensjournal,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png?resize=600%2C67&ssl=1,fake-news,"Conspiracy Theories, Pseudoscience, Propaganda, Poor Sourcing, Failed Fact Checks",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://coconinonews.com/,coconinonews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://chambanasun.com/,chambanasun,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://businessdailynetwork.com/states/co,businessdailynetwork,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://centralohiotoday.com/,centralohiotoday,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://centraloctimes.com/,centraloctimes,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://cobbreporter.com/,cobbreporter,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
